,Age,WorkClass,fnlwgt,Edu_num,Marital_Status,Occupation,Relationship,Race,Sex,Capital_Gain,Capital_Loss,hpweek,Native_Country,Income
42170,21,Local-gov,256356,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,25,United-States,0
43829,33,Private,226296,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,50,United-States,0
42039,20,Private,122622,10,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,0
32481,52,Private,301229,11,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,0
41452,49,Local-gov,49275,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0
48631,36,Private,310531,6,Separated,Handlers-cleaners,Unmarried,Black,Male,0,0,40,United-States,0
35560,19,Private,210364,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
19882,27,Private,249315,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
24884,50,Local-gov,320386,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
9656,41,Local-gov,74581,13,Divorced,Prof-specialty,Unmarried,White,Male,0,0,65,United-States,0
32647,20,Federal-gov,244689,7,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,0
39268,22,Private,168997,11,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
41801,39,Private,241998,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
39261,29,Local-gov,270421,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
44433,30,Local-gov,325658,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
29811,58,Private,183810,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
29908,33,Self-emp-not-inc,218164,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
11645,18,Private,318082,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,0
43619,25,Private,116044,9,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
43138,37,Local-gov,161111,9,Married-spouse-absent,Other-service,Unmarried,White,Female,0,0,10,United-States,0
25329,28,Private,300915,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0
37844,21,Private,522881,11,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,OtherCountry,0
17069,55,Federal-gov,264834,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
19020,29,Private,232666,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
47368,31,Private,59469,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
8009,44,Self-emp-inc,269733,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
32015,46,Private,45288,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
7241,23,Private,148709,9,Separated,Handlers-cleaners,Other-relative,White,Female,0,0,40,United-States,0
7521,28,Private,150309,9,Married-civ-spouse,Machine-op-inspct,Husband,OtherRace,Male,0,0,45,United-States,0
22304,32,Private,252257,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,0
3492,30,Private,75755,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
14123,41,Private,339682,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,OtherCountry,0
16718,20,Private,161092,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
21356,77,Private,174887,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,6,United-States,0
3409,43,Private,598606,5,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,50,United-States,0
2609,45,State-gov,102308,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
36637,22,Private,377815,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,0
41887,39,Private,357173,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0
13008,39,Private,140477,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,0
11846,25,Private,156334,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
2999,72,Private,177226,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,8,United-States,0
12040,37,Private,326886,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
5736,28,Private,190367,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0
48803,37,Federal-gov,238980,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,0
22244,34,Private,79637,13,Never-married,Exec-managerial,Own-child,OtherRace,Female,0,0,40,United-States,0
18422,39,Private,252327,5,Separated,Craft-repair,Own-child,White,Male,0,0,35,OtherCountry,0
3284,27,Private,192384,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
27404,61,Private,221447,9,Never-married,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0
44217,33,Private,102130,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,0
41004,31,Federal-gov,194141,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
37336,50,Private,166368,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
18345,23,Private,162228,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,0
11763,25,Private,197651,10,Never-married,Tech-support,Own-child,White,Female,0,0,43,United-States,0
48241,46,Self-emp-not-inc,96260,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,0
19190,17,Private,29571,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,0
47516,32,Private,70377,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
5594,66,Private,142501,9,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States,0
4171,50,Local-gov,169182,9,Divorced,Other-service,Unmarried,White,Female,0,0,49,OtherCountry,0
22831,33,Private,520033,8,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,0
48023,19,Private,142037,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
26563,50,Private,198362,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0
19393,38,Local-gov,329980,9,Never-married,Craft-repair,Not-in-family,White,Male,0,1876,40,OtherCountry,0
9018,41,Private,648223,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,OtherCountry,0
10225,30,Private,391114,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,60,United-States,0
37483,29,Private,201954,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
46026,38,Private,170174,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,0
32144,53,Private,58985,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,0
32815,28,Private,193868,13,Never-married,Tech-support,Own-child,White,Male,0,0,50,United-States,0
27043,45,Local-gov,257855,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,50,United-States,0
47382,18,Self-emp-inc,184920,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,25,United-States,0
12082,36,Private,242713,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
14759,37,Private,170563,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,32,United-States,0
19669,19,Private,140459,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,25,United-States,0
47321,66,Self-emp-inc,45702,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
19122,42,Federal-gov,178470,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
37575,27,State-gov,41115,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,0
40520,58,Private,180779,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
33347,67,Private,72776,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,10566,0,15,United-States,0
45239,41,Private,112763,9,Divorced,Handlers-cleaners,Own-child,White,Female,2597,0,40,United-States,0
18034,34,Federal-gov,172716,8,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,40,United-States,0
43283,21,Private,154192,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
30825,21,Private,231866,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
29716,47,Private,106255,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
30794,19,Local-gov,354104,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0
48118,26,Private,408417,10,Married-AF-spouse,Prof-specialty,Husband,Black,Male,0,0,38,United-States,0
2392,35,Private,111387,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1579,40,United-States,0
19674,33,Private,243674,9,Separated,Tech-support,Not-in-family,White,Male,0,0,46,United-States,0
26969,19,State-gov,144429,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
20111,32,Private,45796,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0
24001,23,Private,112819,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
32639,50,Private,312477,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
8516,18,Private,135315,5,Never-married,Sales,Own-child,OtherRace,Female,0,0,32,United-States,0
28821,50,Private,138852,10,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,22,United-States,0
2350,34,Private,64830,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
4769,26,State-gov,109193,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0
15091,21,Private,194861,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
30782,28,Federal-gov,24153,6,Married-civ-spouse,Other-service,Wife,OtherRace,Female,0,0,40,United-States,0
34480,46,Private,146786,6,Divorced,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,0
13634,45,Private,358886,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,2407,0,50,United-States,0
43988,56,Private,359972,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
21532,25,Self-emp-inc,98756,10,Divorced,Adm-clerical,Own-child,White,Female,0,0,50,United-States,0
11454,25,Private,247006,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0
25873,49,Private,24712,13,Never-married,Other-service,Not-in-family,OtherRace,Female,0,0,35,OtherCountry,0
35976,42,Local-gov,178983,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,37,United-States,0
27268,35,Private,200445,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,1974,40,United-States,0
9626,52,Private,115209,15,Married-spouse-absent,Prof-specialty,Unmarried,OtherRace,Female,0,0,40,OtherCountry,0
9111,19,State-gov,354104,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,0
18926,47,Private,151087,9,Separated,Prof-specialty,Other-relative,OtherRace,Female,0,0,40,OtherCountry,0
261,45,Private,98092,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
20473,43,Federal-gov,114537,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
23335,19,Private,307496,10,Never-married,Other-service,Own-child,White,Female,0,0,23,United-States,0
509,39,Private,91996,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
17243,39,Self-emp-inc,154641,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,60,United-States,0
31083,52,Private,202115,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,United-States,0
48107,60,State-gov,119832,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
7273,27,Private,245661,9,Separated,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,0
10350,73,Private,192740,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,0
6446,42,Private,178537,9,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,0
7493,66,Self-emp-not-inc,291362,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
15652,56,Private,225267,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
1291,63,Self-emp-not-inc,795830,2,Widowed,Other-service,Unmarried,White,Female,0,0,30,OtherCountry,0
26059,60,Private,239576,14,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,10,United-States,0
39508,26,Private,195693,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,OtherCountry,0
15996,58,Self-emp-not-inc,141165,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0
46989,46,Private,153328,10,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,0
19082,51,Private,200450,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,0
19248,23,Private,139187,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,0
44472,57,Private,238017,9,Widowed,Tech-support,Not-in-family,Black,Female,0,0,54,United-States,0
28355,21,Private,138768,10,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,0
4892,23,Private,218215,12,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0
13796,39,Federal-gov,432555,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1628,40,United-States,0
481,43,Self-emp-not-inc,170721,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
7315,26,Private,303973,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,OtherCountry,0
20495,22,Private,297380,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,0
40651,31,Private,158144,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0
16453,50,Private,113290,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,0
23747,19,Private,35865,10,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0
9944,33,Private,198452,12,Divorced,Sales,Not-in-family,White,Female,0,0,45,United-States,0
44306,58,Private,77498,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0
42761,21,Private,293726,9,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
31132,27,Local-gov,289039,10,Never-married,Protective-serv,Unmarried,OtherRace,Female,0,0,40,United-States,0
4774,30,Private,53158,12,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,0
20492,68,Private,204082,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
30448,38,Private,111377,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,0
19220,57,Private,148315,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,0
8108,30,Private,112263,7,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
8844,24,Private,100669,10,Never-married,Handlers-cleaners,Own-child,OtherRace,Male,0,0,30,United-States,0
7443,26,Private,121040,12,Never-married,Exec-managerial,Own-child,Black,Female,0,0,40,United-States,0
14306,28,Private,108574,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,15,United-States,0
15897,30,Private,296453,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
47066,21,Private,177940,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
22059,29,Private,26451,9,Married-civ-spouse,Handlers-cleaners,Husband,OtherRace,Male,0,0,40,United-States,0
44747,26,Private,180514,13,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0
38999,69,Private,150600,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,0
21692,33,Private,290763,10,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
10128,17,Private,186677,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,0
44935,60,Self-emp-not-inc,197060,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,0
13578,22,Private,60552,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0
38959,24,Private,166437,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
5483,22,Private,61850,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
38586,42,Private,227065,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,0
2041,61,Private,238611,4,Widowed,Other-service,Unmarried,Black,Female,0,0,38,United-States,0
45240,66,Private,242589,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,34,United-States,0
38964,46,Private,411595,3,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,OtherCountry,0
6729,30,Private,363296,9,Never-married,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,0
21103,23,Private,240137,3,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,55,OtherCountry,0
35194,47,Private,146516,10,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,48,United-States,0
905,46,Private,171550,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,38,United-States,0
37255,23,Private,119051,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,OtherCountry,0
40337,29,Private,231507,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
